32400,28.640526,39.7839,10.705267,43.132225,6.7465677,8.253752,65.80842,65.808075,65.80773,42.021744,41.007668,42.801743,44.573555,46.16942,46.690426,48.494728,45.529694,45.71371,48.90334,49.733284,50.5627,46.90338,46.60568,32.923462,34.446663,48.158375,40.271034,48.319057,50.9091,49.20258,43.859627,44.619034,39.281116,29.320074,45.01486,46.483635,46.621613,46.21242,46.21242,48.34602,48.822285,48.822445,48.21429,48.206722,44.508484,44.511765,44.50624,43.622406,41.77538,42.00918,43.51378,46.065575,40.471474,42.60492,43.36159,41.545395,45.800632,44.902683,44.269154,40.768845,38.78032,44.410213,42.13497,39.6533,44.81882,41.967865,41.945206,41.904366,42.204952,42.812115,41.594048,40.690582,42.36608,39.621693,39.87469,39.874237,39.56935,38.337368,38.337456,34.66738,32.792217,35.546684,44.761814,42.365864,50.03228,50.15566,47.446198,41.225727,47.28362,45.131138,42.74266,41.883343,0.0,0.0,6.7465677,8.253752,10.705267,10,1
36000,28.645935,39.730576,10.61437,43.137356,6.7538643,8.343565,65.80408,65.803734,65.80339,42.03903,41.025864,42.80104,44.57255,46.184605,46.683342,48.489403,45.517338,45.69146,48.853703,49.69491,50.499985,46.844955,46.54005,32.843616,34.366856,48.078712,40.206924,48.26571,50.85577,49.15121,43.808975,44.56861,39.231354,29.270103,44.97664,46.461067,46.60963,46.202652,46.202652,48.336246,48.821712,48.82186,48.21933,48.21192,44.514225,44.518105,44.511444,43.628635,41.79032,42.01913,43.516876,46.066948,40.47012,42.603516,43.359962,41.542694,45.846416,44.954037,44.321606,40.774357,38.82664,44.469696,42.18918,39.718765,44.894657,42.047184,42.02527,41.985794,42.286522,42.89377,41.67566,40.776615,42.452145,39.70777,39.962387,39.961952,39.657066,38.425476,38.42556,34.755863,32.8821,35.636185,44.733772,42.33931,50.010365,50.135094,47.442585,41.22515,47.284554,45.136272,42.788948,41.934875,0.0,0.0,6.7538643,8.343565,10.61437,10,1
39600,28.54174,35.96484,10.5419235,43.08185,6.746428,8.432234,65.79533,65.79498,65.79464,41.705956,40.684925,42.51239,44.286083,45.852512,46.4592,48.29579,45.297054,45.48286,48.7043,49.520103,50.377605,46.72713,46.421143,32.74598,34.267956,47.979,39.48823,47.104183,48.474934,48.123566,42.88041,43.682148,38.777645,28.823206,44.84165,46.347202,46.510807,46.107483,46.107483,48.24108,48.74226,48.74245,48.152565,48.145096,44.460987,44.467762,44.455803,43.573315,41.71632,41.94646,43.42656,45.984375,40.328453,42.46199,43.219345,41.375744,45.76393,44.870422,44.23754,40.69025,38.744286,44.40591,42.11303,39.668995,44.86922,42.029957,42.00693,41.959686,42.25962,42.866398,41.648506,40.798378,42.473736,39.731915,40.00244,40.002167,39.69727,38.47069,38.47075,34.806923,32.95476,35.710995,44.534233,42.13591,49.797016,49.916218,47.357708,41.11927,47.203,45.077457,42.706577,41.851845,0.0,0.0,6.746428,8.432234,10.541928,10,1
43200,28.543869,35.891865,10.431279,43.02108,6.6635866,8.4120865,65.78885,65.788506,65.788155,41.712753,40.692112,42.49248,44.265213,45.852554,46.42167,48.253693,45.255207,45.431965,48.623905,49.45284,50.28827,46.639893,46.329746,32.64414,34.166172,47.87744,39.40305,47.030067,48.401962,48.051178,42.808605,43.6105,38.704838,28.750248,44.766552,46.279137,46.44738,46.044945,46.044945,48.178543,48.683296,48.683468,48.09542,48.08817,44.3994,44.40516,44.39508,43.512093,41.670906,41.894627,43.37191,45.926815,40.279457,42.412945,43.169994,41.33047,45.759018,44.873047,44.241917,40.636593,38.739258,44.404945,42.112995,39.666965,44.865337,42.025448,42.0029,41.95784,42.257996,42.864902,41.64695,40.787796,42.463203,39.721016,39.988846,39.988544,39.68365,38.456207,38.456272,34.791435,32.936073,35.691704,44.478252,42.081635,49.74749,49.86877,47.2976,41.064564,47.145145,45.017735,42.70159,41.8542,0.0,0.0,6.6635866,8.4120865,10.431279,10,1
46800,28.586798,35.8665,10.3325405,42.99019,6.604572,8.414765,65.78372,65.78337,65.78303,41.850006,40.833015,42.57816,44.348877,45.981384,46.461655,48.279224,45.287125,45.447155,48.56935,49.428543,50.21797,46.570866,46.25707,32.55784,34.07998,47.791836,39.351826,47.001656,48.376595,48.026108,42.78413,43.586037,38.673573,28.718765,44.71879,46.24,46.413692,46.012142,46.012142,48.14574,48.653893,48.65404,48.06657,48.05943,44.366188,44.369392,44.36398,43.47834,41.649807,41.87047,43.35158,45.90125,40.28162,42.414963,43.171257,41.344658,45.755894,44.872158,44.24125,40.614914,38.737347,44.413254,42.116966,39.680195,44.887115,42.05007,42.029285,41.989807,42.29054,42.897778,41.679672,40.80834,42.483868,39.741085,40.00542,40.005077,39.7002,38.47146,38.471527,34.80504,32.943794,35.69788,44.480843,42.088276,49.76564,49.8916,47.267197,41.048878,47.118504,44.987274,42.69955,41.853657,0.0,0.0,6.604572,8.414765,10.3325405,10,1
50400,28.669565,35.88916,10.25308,43.02947,6.6077485,8.458511,65.78024,65.77989,65.77954,42.11456,41.104465,42.773926,44.54192,46.238605,46.590153,48.390156,45.403473,45.542316,48.548706,49.454067,50.169952,46.52397,46.207504,32.494,34.0163,47.728966,39.337677,47.019753,48.399258,48.04904,42.807755,43.6096,38.686302,28.731123,44.713287,46.25434,46.44094,46.041782,46.041782,48.17538,48.69307,48.693188,48.109486,48.10261,44.403812,44.40508,44.403103,43.51678,41.71051,41.92377,43.406075,45.947075,40.36414,42.49716,43.25229,41.442173,45.862152,44.985966,44.35657,40.66899,38.84465,44.52884,42.231827,39.796597,45.004932,42.168335,42.14973,42.11799,42.419518,43.027218,41.8089,40.911182,42.586884,39.840504,40.09561,40.095165,39.7903,38.558342,38.558426,34.88791,33.00972,35.761673,44.55184,42.165962,49.863678,49.996056,47.303387,41.107235,47.161774,45.027462,42.806725,41.967484,0.0,0.0,6.6077485,8.458511,10.25308,10,1
54000,1.5377991,35.419853,10.206098,42.41461,6.678758,8.580643,65.74318,65.74281,65.742455,33.543232,33.232216,37.884136,39.86118,40.150455,43.347027,45.784225,42.299347,42.98763,47.822227,48.013245,49.658344,46.02487,45.750957,32.2733,33.795414,47.508873,38.97271,46.545506,47.929947,47.550213,42.288826,43.082,38.06852,28.11901,43.979088,45.508106,45.685776,45.293446,45.293446,47.427044,47.983063,47.98315,47.462505,47.456154,43.802036,43.81761,43.788143,42.9032,40.99685,41.17913,42.44872,45.107082,38.735226,40.88522,41.658558,39.354263,45.33958,44.47851,43.849327,39.78653,38.325924,44.137405,41.767826,39.48741,44.838467,42.049843,42.038475,42.01423,42.316532,42.924686,41.706154,40.908516,42.584385,39.8424,40.13275,40.132637,39.827793,38.605667,38.605686,34.945816,33.107716,35.857605,42.29121,39.7773,47.1242,47.095257,46.573944,39.966957,46.371223,44.40295,42.287148,41.463783,0.0,0.0,6.678758,8.580643,10.206102,10,1
57600,1.470231,38.744312,9.973698,42.289555,6.3287,8.543218,65.73556,65.7352,65.73483,33.4756,33.164024,37.81434,39.79021,40.08146,43.265553,45.69987,42.22555,42.917713,47.749653,47.93923,49.554,45.922306,45.63237,32.09397,33.61706,47.330734,39.322628,47.27913,49.86951,48.13962,42.782303,43.53612,38.160366,28.205578,43.89734,45.41321,45.581665,45.187344,45.187344,47.320934,47.868523,47.86861,47.34209,47.33581,43.673183,43.68468,43.66308,42.77068,40.883442,41.063892,42.341938,44.994457,38.641373,40.790497,41.563637,39.263844,45.236946,44.377686,43.74829,39.676765,38.224045,44.048157,41.669685,39.408237,44.77678,41.994022,41.983868,41.961742,42.26426,42.87254,41.653954,40.863956,42.539867,39.79815,40.09124,40.091152,39.786304,38.564835,38.564854,34.905594,33.06934,35.81864,42.21958,39.70598,47.054184,47.025192,46.462246,39.86677,46.25703,44.279217,42.185028,41.36471,0.0,0.0,6.3287,8.543218,9.973698,10,1
61200,1.3696047,38.59373,9.780486,42.12814,6.050582,8.495249,65.724174,65.7238,65.72344,33.374893,33.062767,37.70813,39.68307,39.979027,43.150482,45.580677,42.113815,42.798775,47.596394,47.79789,49.396133,45.768944,45.47003,31.913511,33.436653,47.1506,39.160145,47.128494,49.71893,47.990913,42.633987,43.387886,38.011078,28.056438,43.74408,45.25944,45.427273,45.032673,45.032673,47.16627,47.712414,47.712486,47.183945,47.177773,43.50994,43.519386,43.501675,42.606293,40.73694,40.915073,42.199657,44.845604,38.51215,40.660137,41.432762,39.138634,45.103615,44.246765,43.61714,39.532185,38.092117,43.934418,41.54483,39.3071,44.6975,41.922085,41.913414,41.893814,42.196594,42.805023,41.58637,40.806023,42.48199,39.740814,40.037334,40.03728,39.73244,38.511776,38.511787,34.853287,33.01893,35.767536,42.091904,39.5802,46.935375,46.90701,46.306763,39.729397,46.10454,44.118748,42.052593,41.23652,0.0,0.0,6.050582,8.495249,9.780491,10,1
64800,1.3843062,38.48809,9.597744,42.029564,5.816969,8.430285,65.71478,65.714424,65.71405,33.389606,33.07643,37.712475,39.6862,39.98962,43.142082,45.562244,42.106735,42.770123,47.484688,47.714672,49.268406,45.642567,45.33551,31.750847,33.274097,46.988525,39.031757,47.022774,49.61329,47.888878,42.532757,43.286816,37.90809,27.953579,43.637997,45.16018,45.332123,44.938057,44.938057,47.07165,47.619335,47.619396,47.08936,47.083324,43.40914,43.41608,43.403088,42.50514,40.661747,40.837414,42.134373,44.76874,38.473274,40.61918,41.39065,39.108562,45.04263,44.189003,43.559814,39.46254,38.032467,43.881477,41.489613,39.256733,44.65161,41.87769,41.87036,41.855377,42.158634,42.767338,41.548553,40.757935,42.434002,39.691216,39.98493,39.98484,39.680008,38.45841,38.458427,34.79879,32.962368,35.7097,42.042084,39.535038,46.90716,46.880455,46.21354,39.67255,46.020123,44.02132,41.992355,41.17962,0.0,0.0,5.816969,8.430285,9.597744,10,1
68400,1.2408637,38.338722,9.432605,41.882717,5.6462164,8.421416,65.70431,65.703926,65.70357,33.24604,32.9328,37.56845,39.54216,39.845894,42.998154,45.41822,41.96263,42.625465,47.338787,47.569195,49.12223,45.501415,45.186825,31.592306,33.115562,46.82999,38.878536,46.8734,49.463924,47.740364,42.384697,43.138935,37.761433,27.806864,43.492466,45.015163,45.18746,44.79347,44.793465,46.927067,47.475048,47.4751,46.945354,46.939465,43.26186,43.26826,43.256317,42.357754,40.525314,40.696598,41.990807,44.623806,38.329185,40.475,41.246464,38.96452,44.932465,44.083202,43.45443,39.319942,37.9236,43.79525,41.392803,39.182507,44.5982,41.83128,41.824753,41.809772,42.11303,42.721733,41.50295,40.728893,42.404964,39.66358,39.96268,39.962643,39.65781,38.437653,38.437668,34.77956,32.946655,35.693985,41.897118,39.390144,46.762512,46.73584,46.069145,39.528084,45.87537,43.875313,41.88288,41.07654,0.0,0.0,5.6462164,8.421416,9.43261,10,1
72000,0.73028564,38.055035,9.27361,41.6006,5.4886627,8.3578615,65.68715,65.686775,65.6864,32.735,32.423504,37.080284,39.05722,39.341568,42.539238,44.97644,41.49545,42.19839,47.07356,47.248383,48.886993,45.27046,44.960644,31.404785,32.92785,46.641186,38.632645,46.5899,49.180237,47.45135,42.095222,42.849575,37.478947,27.523827,43.21874,44.731735,44.898544,44.504055,44.504055,46.63765,47.184937,47.18503,46.660362,46.654533,42.980686,42.988453,42.97415,42.074535,40.215607,40.380875,41.64215,44.29527,37.92716,40.077133,40.850914,38.54622,44.661846,43.817642,43.18993,38.982883,37.651752,43.54543,41.133232,38.943726,44.378586,41.618126,41.609528,41.58419,41.886383,42.494465,41.275967,40.530853,42.2067,39.478127,39.782974,39.78299,39.478134,38.2595,38.2595,34.603416,32.79056,35.54075,41.511436,38.99545,46.334778,46.305107,45.778553,39.158417,45.564873,43.59225,41.611767,40.81253,0.0,0.0,5.4886627,8.3578615,9.273615,10,1
75600,0.3200502,37.789436,9.089319,41.282887,5.268602,8.096068,65.67011,65.66972,65.66935,32.324383,32.01316,36.687862,38.666615,38.932014,42.16002,44.59955,41.11022,41.84022,46.81066,46.95341,48.650295,45.040966,44.73027,31.201067,32.72401,46.43668,38.39155,46.324425,48.91464,47.18208,41.82531,42.579575,37.21141,27.256166,42.942066,44.43703,44.592117,44.195496,44.195496,46.329094,46.86823,46.868355,46.341187,46.335213,42.66377,42.672565,42.656437,41.758133,39.874985,40.04232,41.294064,43.95637,37.56293,39.71527,40.490234,38.177845,44.309288,43.461864,42.833504,38.638153,37.298096,43.190315,40.7773,38.589542,44.026016,41.26611,41.255676,41.223934,41.525463,42.133167,40.914845,40.177586,41.85328,39.13083,39.436882,39.436928,39.13206,37.91456,37.914555,34.260628,32.466076,35.218037,41.178,38.656685,45.976334,45.94502,45.464157,38.800926,45.236446,43.274094,41.2586,40.45677,0.0,0.0,5.268602,8.096068,9.089319,10,1
79200,0.39654785,34.89736,9.257002,41.52298,5.2792525,7.8923974,63.69163,92.08873,92.08873,32.400955,32.089363,36.852676,38.83283,39.009098,42.326626,44.78162,41.305626,42.208652,47.655933,47.64546,49.72727,46.7979,45.658276,31.640514,33.162502,46.873158,38.40498,46.038616,47.40746,47.062576,41.823906,42.627663,37.746517,27.798185,43.65996,44.98103,45.018948,44.5991,44.5991,46.732697,47.177883,47.17808,46.600464,46.593742,42.898304,42.90102,42.89663,41.985947,40.04678,40.22955,41.489223,44.175964,37.74485,39.905144,40.68514,38.355724,44.39139,43.52469,42.894848,38.83052,37.372814,43.186325,40.812412,38.541252,43.900833,41.11515,41.09713,41.046143,41.345684,41.95224,40.73445,39.998077,41.67335,38.954956,39.25915,39.25915,38.954243,37.735367,37.735367,34.079098,32.265934,35.0232,41.67154,39.122513,46.341736,46.299995,45.803337,39.004215,45.49448,43.519524,41.33512,40.50938,0.0,0.0,5.2792525,7.8923974,9.256997,10,1
82800,-0.57085353,34.54788,9.45259,41.043797,5.121541,7.5620403,63.685223,92.04592,92.04592,31.432507,31.121616,35.96685,37.948265,38.049164,41.579525,44.07988,40.54222,41.52803,47.417427,47.257236,49.605576,46.675285,45.589462,31.744698,33.26591,46.972626,38.246353,45.70559,47.057972,46.704338,41.45634,42.257442,37.38923,27.442635,43.362827,44.607567,44.59612,44.16728,44.167274,46.300873,46.71076,46.7111,46.11922,46.11202,42.419655,42.423496,42.417435,41.490406,39.453075,39.637623,40.855755,43.623974,37.055134,39.236828,40.02204,37.645733,43.79454,42.919468,42.28942,38.211674,36.767914,42.55407,40.194042,37.89325,43.225513,40.430725,40.401344,40.31285,40.608524,41.21284,39.996094,39.300056,40.974503,38.28704,38.593616,38.593693,38.288708,37.073067,37.07306,33.423695,31.674572,34.44218,41.102806,38.528416,45.65715,45.604458,45.34693,38.429226,44.98469,43.039604,40.7311,39.90216,0.0,0.0,5.121541,7.5620403,9.45259,10,1
86400,0.21351252,29.278086,9.557118,41.296356,4.8241363,6.998973,63.74069,92.41766,92.41766,32.217743,31.904043,36.734203,38.713593,38.823345,42.156425,44.60836,41.183098,42.25328,48.08327,47.950985,50.356167,47.738346,46.224094,32.01952,33.539833,47.249653,37.90145,44.898743,44.193413,46.182636,41.12896,42.00946,37.842915,27.905401,43.956753,45.097736,45.013283,44.56873,44.56873,46.702324,47.04665,47.046875,46.411037,46.40388,42.66728,42.66572,42.669933,41.751564,39.811718,40.00513,41.294304,43.985363,37.56751,39.73121,40.514786,38.1798,44.097233,43.219967,42.590775,38.625214,37.070713,42.774445,40.464584,38.056767,43.290375,40.46237,40.43769,40.37883,40.677563,41.283646,40.06608,39.27434,40.949444,38.216354,38.504364,38.504265,38.199337,36.977737,36.97777,33.319115,31.47511,34.234547,41.817093,39.245735,46.383984,46.333916,45.704258,38.82503,45.325195,43.30312,41.033844,40.20133,0.0,0.0,4.8241363,6.998973,9.557114,10,1
90000,28.095507,29.525019,9.808592,42.113804,4.936957,6.8278155,63.782734,92.70094,92.70094,40.27755,39.192505,41.67306,43.437534,44.396004,45.64613,47.503063,44.68744,45.383717,49.066658,49.67606,51.18063,48.545746,46.945362,32.425297,33.944954,47.648693,38.22026,45.181908,44.44035,46.475834,41.45247,42.348446,38.40922,28.466951,44.9286,46.061066,45.974865,45.523205,45.523205,47.656796,47.959167,47.959618,47.25493,47.246574,43.47893,43.473145,43.487534,42.593754,40.722027,40.974976,42.552933,45.12783,39.52326,41.661777,42.424755,40.55752,44.656246,43.751404,43.120277,39.78217,37.60649,43.07389,40.878494,38.226486,43.23498,40.33147,40.283398,40.166603,40.45936,41.06198,39.846016,39.04087,40.7147,37.994774,38.271194,38.271023,37.965984,36.74316,36.743206,33.08407,31.226059,34.00148,44.498215,42.069897,49.665268,49.73019,46.639645,40.312683,46.36126,44.129017,41.57539,40.720333,0.0,0.0,4.936957,6.8278155,9.808582,10,1
93600,28.601768,30.625784,10.14645,43.014343,5.3288727,6.552828,63.823727,92.978355,92.978355,41.89787,40.86345,43.06989,44.84025,46.068752,46.95853,48.720047,45.939243,46.447105,49.96545,50.61897,51.985645,49.334133,47.681335,32.911964,34.43266,48.14142,39.05877,46.25367,45.541115,47.59789,42.590214,43.490196,39.5163,29.571552,45.845352,46.99673,46.920197,46.46654,46.466534,48.600132,48.89218,48.892452,48.173405,48.165104,44.374058,44.36277,44.388107,43.49533,41.65337,41.90774,43.522137,46.086075,40.59246,42.726727,43.487156,41.703117,45.58625,44.67914,44.04844,40.73855,38.52882,43.848957,41.741016,38.90243,43.738926,40.777424,40.735447,40.666454,40.964138,41.56962,40.35233,39.25423,40.929108,38.174534,38.355797,38.35467,38.04973,36.798107,36.798306,33.10719,31.147675,33.909904,45.52732,43.112038,50.734272,50.824497,47.576836,41.306274,47.310852,45.034676,42.50002,41.63974,0.0,0.0,5.328868,6.552828,10.146436,10,1
97200,28.31176,29.762053,10.533664,42.35732,5.828121,6.7785907,65.81349,65.813156,65.81281,40.970142,39.92283,41.933113,43.704475,45.08859,45.89607,47.71309,44.80299,45.142666,48.578938,49.28513,50.430252,46.971767,46.46785,32.759434,34.279392,47.98834,38.494034,45.388733,44.67738,46.649563,41.583786,42.459797,38.2663,28.32273,44.595436,45.936058,45.988556,45.562252,45.562252,47.69585,48.101986,48.10224,47.455692,47.447598,43.730946,43.730965,43.73108,42.84385,40.96937,41.217957,42.752747,45.319485,39.69964,41.83349,42.5931,40.762093,44.918766,44.0136,43.381382,39.997185,37.88127,43.355907,41.162186,38.50662,43.51183,40.60706,40.571457,40.504204,40.80207,41.40765,40.19031,39.237556,40.91247,38.16979,38.40411,38.403515,38.098576,36.86268,36.862793,33.18955,31.30359,34.065342,44.22352,41.813545,49.444546,49.54723,46.74874,40.478863,46.540718,44.360653,41.846535,40.985336,0.0,0.0,5.828121,6.7785907,10.533664,10,1
